#,jid,username,name,country,1A,1B,1C,2A,2B,2C,total,medal
67,JIDUSERiEcxOAVJaGwj9r43HyUp,i_type_stuff,,,77,27,73,41,100,59,377,S
68,JIDUSERWjyyQAzpJNobzNVlWnyU,GiovaGa,Giovanni,ITA,40,100,77,62,11,82,372,S
69,JIDUSERdeEN2BpllgLVDgADs6Bq,Mastre,Kamal Shafi,IDN,100,27,56,100,73,15,371,S
70,JIDUSERBE6LzvYINzS0SI33JLUb,bobbysusanto,Bobby Susanto,IDN,100,27,75,41,45,82,370,S
71,JIDUSERFWytouB0SyhROQouxWLS,MarcoMeijer,Marco,NLD,100,57,76,100,34,,367,S
72,JIDUSERvz5OW30sSIvkLUx8XRO0,tenggo,tenggo,,100,57,42,84,19,59,361,S
73,JIDUSERAuYkJ9Y4fu27ezV00p6j,trickster,andre,,100,57,0,100,,100,357,S
74,JIDUSERXOZYXggJhdm2RGTL2egV,akumahappanatuh,muhammad affan,IDN,100,27,46,41,53,82,349,S
75,JIDUSER1IMQFDSp8ra5Hx0cH7nc,alberttoshiro,Albert Toshiro Heru,IDN,100,14,63,41,42,82,342,S
76,JIDUSERmR9qI5xvDMqaTVIdFybL,taulant,Taulant Arapi,ITA,77,5,52,41,73,82,330,S
77,JIDUSERwCPFoF0Q95jnl9qEbaMP,coderbodoh,Mamat Rahmat,IDN,100,57,52,100,19,,328,S
78,JIDUSERedgmZ2g15K6Ng4rMcpwT,oscarsierra12,oscar sierra daza,COL,100,,24,100,0,100,324,S
79,JIDUSERdT6UoKRnvcy0bhJXEWHQ,Emiliano,AnYujin,IDN,100,5,40,41,53,82,321,S
80,JIDUSERyaD6Nkw6LuZkXoYNkzy4,andrewdudu,Andrew Wijaya,IDN,61,27,69,41,52,59,309,B
81,JIDUSERNJNoP3oEvYn6jcrwlCdV,vistokartika,,,100,57,30,100,0,15,302,B
82,JIDUSERaFrD7WTlsFYQZBCn1RQD,MrBrionix,Fabrizio Brioni,ITA,,,,100,100,100,300,B
82,JIDUSERjXu9u2wpkre9KjaBABr3,hamzqq9,Mehmet Hamza Erol,,,,,100,100,100,300,B
82,JIDUSER0I4Jlni69s4vZhQrccwp,reinattwijaya,Reinatt Hansel,IDN,,,,100,100,100,300,B
82,JIDUSERLn3vBkZVOtiAl0ND1daR,nhho,Anson Ho,HKG,,,,100,100,100,300,B
86,JIDUSERIKLlPMfnnIPGqQj44rei,egor.lifar,Egor Lifar,RUS,100,100,99,,,,299,B
87,JIDUSER3sGf96aLT52zzZCrGqkj,Jiheon,Baek Jiheon,,100,27,16,41,45,59,288,B
88,JIDUSERlZM5PR6oLnPTf5bATWF3,Dorijanko,Dorijan Lendvaj,HRV,100,100,87,,,,287,B
89,JIDUSERfgR9mIZjQQL7WAjx92aJ,KnightSaber77,Josua Aditya Mustiko,IDN,24,27,62,41,73,59,286,B
90,JIDUSERe4kNpFHfeRiYchNwm7EE,BlazingMuddy,Gian Cordana Sanjaya,,100,27,17,41,100,,285,B
91,JIDUSERCES38ynpQPeReVkktJ9f,teki,Teo,,77,27,58,41,53,27,283,B
92,JIDUSERAvZ7YPs8LRPtKpbG98Ou,puricevictor,Victor,MDA,100,27,10,100,45,,282,B
93,JIDUSERj530z6xrC7Xt2rTG24nX,nomight,Michel Fang,,100,5,,100,73,,278,B
94,JIDUSERH4lj10WlJ3rwaEf09Xni,idan_izmirli,,,100,100,77,,,,277,B
95,JIDUSERyrVll1MAqt89xMjEHjpC,nekhbet.mg.420,Madalina Griza,MDA,100,14,16,41,100,,271,B
96,JIDUSER5KzrJGekZdm6S6cMMFX7,Julian,Julian Fernando,IDN,100,100,65,,,,265,B
97,JIDUSERedqwTQEf9pOTzq7ZO8vy,faxacha,Farhod Farmon,TJK,100,100,64,,,,264,B
97,JIDUSER8inbW47g32jhei9c73vj,Robbinb1993,Robbin Borst,,100,100,64,,,,264,B
99,JIDUSERs1V040j130IYPEgxwT3j,faishol01,Muhammad Faishol Amirul Mukminin,IDN,100,100,62,0,,,262,B
100,JIDUSERzM6MPgw3VbnQiHbCDPlX,timothygk,,,,,,100,53,100,253,B
101,JIDUSERxUqhX6BIfzerWDHWphK4,Wisp,Jasson Liudy,IDN,100,75,74,,,,249,B
102,JIDUSERQ1U2rkmleAFhC6dwn0jf,_LeMur_,Levon,ARM,100,100,41,,,,241,B
103,JIDUSERViHvJNi8EhnNxjUK5ZyC,prajnapras19,Prajna Prasetya,IDN,100,14,37,41,45,,237,B
104,JIDUSERdaNd3iv9OHEcAoeE4rdL,valeriannsalimm,PotatoSheets,IDN,100,27,40,41,11,15,234,B
105,JIDUSERMSHVYN2Ib9fjT6nCl8At,Dv66,Davide,ITA,,,,41,100,82,223,B
106,JIDUSER7UmMD9AYLJSESbFpYy73,noobita,Shashwat Chandra,IND,100,100,,,,15,215,
107,JIDUSERFEA1SEDCnltqBXC0ENOe,yasseenkamel,Yasseen,,61,14,38,41,,59,213,
108,JIDUSERCJsAvnJipGWXsZePsySK,MiracleSama,Fadhil Rasendriya Prabowo,IDN,100,,6,,,100,206,
109,JIDUSERVe5hfk4v6uJAWHWcqeEU,sidiq_ha,Sidiq Tri Pratikto,IDN,100,57,44,,,,201,
110,JIDUSERpSJGKHpiHVacfJFXl3fO,Um_nik,Alex Danilyuk,RUS,100,100,,,,,200,
110,JIDUSERSdC2mL5IKaK3UJ87Jlxf,akat,Valentin Borisov,,100,100,,,,,200,
110,JIDUSERC45tPXNdpGemxRIWA37D,MvC,Melinceanu Victor,,100,100,0,,,0,200,
110,JIDUSERo6ouIRoqVqOdTukcis48,Adhyyan1252,Adhyyan Sekhsaria,,100,100,,,,,200,
110,JIDUSERKrYTUaoeoltsaqyfxhJW,dvprnmsr,Muhammad Ikhsan,,,,,100,100,,200,
110,JIDUSERAvR0HgH3wKUKprpiFuCM,Lungsin,Kwee Lung Sin,IDN,100,100,,,,,200,
110,JIDUSERHWgGnxlBUF6kzHUp3NUY,tooop,,,,,,100,100,,200,
117,JIDUSER8pPK5bj6vuSg9FzZacb1,AndrewK,Andrew,IDN,100,,,41,34,15,190,
117,JIDUSERjhZ69W6BuBnyuUthKBaO,irwtan9,Irawan Tanudirdjo,IDN,,100,28,62,,,190,
119,JIDUSER7HOkmYuAIfN5fP1GW7iC,apikdech,Ricky Setiawan,IDN,100,,85,,,,185,
120,JIDUSERyQwgdzdhevy7BxiceQl5,koshgsgscs,koshgsgscs,,,,,41,53,82,176,
121,JIDUSERs4fpD3pqc3ei1YakYz1U,Illuminator,Hokki Suwanda,IDN,100,5,28,41,,,174,
122,JIDUSERUKXJk64mycKVtSJDufMa,amrudien,Muhammad Amrudien,IDN,40,14,30,41,32,15,172,
123,JIDUSERs16tKOYMQn4zsD2voMy3,TianCilliers,Tian Cilliers,,,,,41,45,82,168,
124,JIDUSERprI9I9pZzUAaBYGEvRuY,JoshuaEvan,Joshua Evan Arijanto,IDN,100,5,11,41,,7,164,
125,JIDUSERDBILJg1kiKoxTyGaEOkl,tam_0705,Vincent Tamrin,IDN,61,14,30,27,13,15,160,
126,JIDUSER1FNut7JjVhTfDLVsYx5F,AlessioZeni,Alessio,ITA,,27,43,62,0,27,159,
127,JIDUSERpof5YkvG5FuYPe2KY05X,Joseph,Joseph,IDN,100,14,0,27,,15,156,
128,JIDUSERAAkWeffNZCoYsgweWdZR,whoareyou,leru,MDA,,14,,41,100,,155,
129,JIDUSERJr1RkBdkrIuRiQzWl2UP,haha,,,,,,100,53,,153,
130,JIDUSERaKDyI8v4WsGkdIfUTmZ7,FM19,Muhammad Fikri Haryanto,IDN,12,14,59,41,8,15,149,
131,JIDUSERTIgsATxDOlLI4apznCvy,theknife2001,murhaf,,,,,100,45,,145,
131,JIDUSERhyRz01fskYF7Gj2XLnZt,Zafir,Zafir Rasyidi Taufik,IDN,100,14,31,0,,,145,
133,JIDUSERRhz06Gl6SXmcv6ZUPAyu,rama_bena,putu rama bena putra,IDN,40,14,79,,,,133,
134,JIDUSERaLtIKqNcB3GEU2J12vbi,nekogazaki_natsuho,Nekogazaki Natsuho,,61,,,41,,27,129,
135,JIDUSERrDhQmtS92vUHFmPMUSvy,abacca,Al,,12,5,,100,,,117,
136,JIDUSERwB5YpsowcsS19SeHmf4z,eko_ptra,Eko Putra Wahyuddin,IDN,,0,40,41,34,,115,
137,JIDUSERBEat9fpAfA1H8cQnunOK,fyudaa_,F. Yuda Apriliano,IDN,61,5,,41,,,107,
138,JIDUSERE13aDUQ07kyAOfkgxgXD,pchatz,panagiotis chatzimichos,GRC,100,5,,,,,105,
139,JIDUSERRB2QjJo2EbxKFqWsGyB0,sanlocoz,....,IDN,,,3,,100,,103,
140,JIDUSER5rqJ6nSOw2n5GCNrlL2j,gagah,Gagah Pangeran,IDN,12,,33,41,,15,101,
141,JIDUSERLcADyLmT6QEu8d1motdq,Bohdan,Bohdan Pastushchak,UKR,100,,,,,,100,
141,JIDUSERUKGmqNcFIqcSsrne988Y,DigiM,Degoldie Sonny,IDN,100,,,,,,100,
141,JIDUSERMpa069ph7RNtt1xCPDKh,tejas10p,Tejas Pandey,,,,,100,,,100,
141,JIDUSERofistq66tAbAxkoP8QsF,Matj,Matteo Ciociola,,,,,,100,,100,
141,JIDUSER4yCUZyjlw2D3fuEzu7zD,stymnr,,,100,,,,,,100,
141,JIDUSER33KcvmaGmuetUCBpNX7G,danielagatan,daniel agatan,,100,,,,,,100,
141,JIDUSER81DZGVqCEad8H4J8rVAQ,juww,,,100,,,,,,100,
141,JIDUSERWcmSr1i5WZPf7OkKKwt9,Styxcel,Jasson Chen,,100,,,,,,100,
141,JIDUSERZm7xwwjgRcadJGvcVmmU,Jess3N,,,100,,,0,,,100,
141,JIDUSERKuKHCttvXiLBBumigSev,kg_05,Khushboo Gupta,,100,,,,,,100,
141,JIDUSERH3jJEwoQOoBxjfnUlTjR,anayk,Anay,IND,,100,,,,,100,
141,JIDUSERuOtIsPBu1wV4GCxgPXOc,welly.jonathan,Welly Jonathan,,100,,,,,,100,
141,JIDUSEROs09ROkHBNQPTO4h5aZH,AKK,Kresna Kirana Kusjantono,IDN,100,,0,0,,,100,
141,JIDUSER5K0VtL47Ve3L4TwmvnDz,YongFu,Christoffer Edbert Karuniawan,IDN,,100,0,0,,,100,
141,JIDUSERUmICbkFgXuoreXHVxmhj,abstract,Muhammad Ilham Bayhaqi,IDN,,,,100,,,100,
141,JIDUSER3hzLrboneG5UhyE3dT10,Roslyn,Roslyn,,100,,,,,,100,
159,JIDUSERfD73AmyarH4dhvSWUX2o,Haki,,,40,14,42,,,,96,
160,JIDUSERKtfHxqM4x8a9kkCuF9m8,dalz,Alessio Duè,ITA,61,,30,,,,91,
161,JIDUSERAEi2OR5a2GsyCAmHzD1F,Problems_solver,Gennady,,,,,84,,,84,
161,JIDUSER03SoBSUq4BmiNw2AcULk,rahasia,rahasia,IDN,,,84,,,,84,
163,JIDUSER9Zlj8up2uRGx3P7ajpG8,Peter,,,12,14,55,,,,81,
165,JIDUSER3FOcNtURNWEbI6ztKWmp,Goodwill_Lion,Goodwill Bryan Lion,IDN,,,,41,,27,68,
165,JIDUSER3qfolOR6XBCXzzGkw3OO,abd_ridwan,Abdullah Ridwan,IDN,24,14,30,,,,68,
167,JIDUSERByaiQUo58p5AhZ3c2jz2,ZivFerdinand,Ziven Ferdinand,,,14,,41,,7,62,
168,JIDUSERoW0ILrMoqDbR3DqnaFZj,AW_Flister,Aryasakti Wirasena,IDN,61,,,,,,61,
169,JIDUSERdEH3WXxlTdby3xa3zz0r,Sho10,Andrei Alexandru,MDA,0,,7,41,11,,59,
170,JIDUSERdr2ENO3vpeVmvOxdpUsr,bigmixer,ojasdnkaso,,,57,,,,,57,
171,JIDUSEREgg6HoKfZqQi2U7MFVM5,fiaanr,Delfia N.A.P.,IDN,,,,41,,15,56,
172,JIDUSERUHGRycYBrtC4QD9wextB,Lorenzo_Battini,Lorenzo,ITA,,5,,41,,7,53,
173,JIDUSER3ef2TUNJrwOlSCcCXiPF,zJack1342,Giacomo,,,,52,,,,52,
174,JIDUSERGdQNBrN8P3zLSbbRZNfq,vierifajar,manusiaa,IDN,40,,,6,,,46,
175,JIDUSERlhXtCVJoEAbbfWRpr8bi,test122,test122,,,,,41,,,41,
175,JIDUSERz7tlqWkqueVNyW420gnV,Sonic82003,Antonio Ciociola,,,,,41,0,,41,
175,JIDUSEROow8IMuYpy05RTBLIBbb,BrickHead,Christopher,,,,,41,,,41,
175,JIDUSERE7A0kLPsczOXIT6s0f4F,Salahiano,Saleh Rabea,,,,,41,,,41,
175,JIDUSER0I8MoO4dzp3AJy8cl2CE,Grander,Dan,MDA,,,,41,,,41,
175,JIDUSERTFN8OKacWGybmnYNUCaC,rudy88,Rudresh Singh Tomar,,,,,41,,,41,
175,JIDUSERclPPot0cXJQ4XyPSYMxB,celia,sharp,,,,,41,,,41,
182,JIDUSERScYVDZn9K714R6g8WOAN,InternationalKurwa,Blagojce Pavleski,,,,,,34,,34,
182,JIDUSERTzd7y0Sv7eyuDbWUc2cf,RiscadoA,Ricardo Antunes,PRT,,,34,0,,,34,
184,JIDUSER9JUtZhLZPpmqxk4g98wX,frhnar,Farhan,IDN,,0,30,,,,30,
185,JIDUSERhBipsiYIienPGg7SJert,Belajar_Programming,gregorius emmanuel henry,IDN,,27,,,,,27,
186,JIDUSER7xKX95oIY8Bc2kl5qgnN,Williamjokus,William,IDN,12,14,,,,,26,
187,JIDUSER0Q6pfFz97sJwypHX1YTa,afifi14alif,M. Alif Al Afifi,IDN,12,,,6,,,18,
188,JIDUSERdxJY2yK4QvFOSpPLFlSi,Edbert2397,E.H,IDN,12,5,,,,,17,
189,JIDUSER5RrMRxD5OArnFYpihFq1,dedeandhika,Andhika,,,,,14,,,14,
190,JIDUSERfZAdv1lH33nw0pmJtzhV,crazy__1234,senky bansal,IND,,5,,,,,5,
190,JIDUSERcXJ97CvETcceao3a8vD4,fathiyahana_,Hana Fathiyah,IDN,5,,,0,,,5,
190,JIDUSERRMqay2ujRWqxjBvKUhwx,DotCoM,Daniel,,,5,0,,,,5,
190,JIDUSER9WqzF7fcOSJnWlROXEaE,F_AF_Y,Fahreza Yunanda,IDN,,5,,0,,,5,
190,JIDUSERQKUakGBQqfPh4xKBcVcG,iAmPardi,Renardi,,5,,,,,,5,
190,JIDUSER9T65VHZ0R3QBAyElmpmQ,DikaAkihira,Andika Wahyu Permadi,IDN,,5,0,,,,5,
196,JIDUSERZoLH0yzbImiH2ovZhEpn,ayamgabut,Alfian Edgar Tjandra,,0,,,,,,0,
196,JIDUSERRHE91VgmWR5MCrMqUAtq,clutchpoint,Clutch,,,0,,,,,0,
196,JIDUSERtGp7VoTbmnBOJHfm5uUW,danielcm585,Daniel Christian,,0,,,,,,0,
196,JIDUSER9Lt5hwVGawlFi3Nv9KtF,deaselene,angela,ITA,,,,0,,,0,
196,JIDUSER6VyfquAuf0ru83O2vpzF,domilanza2002,Domenico Lanza,,0,,,0,,,0,
196,JIDUSERJd4igfZpTOZqaEOctwzm,Leticia_IC,Leticia,IDN,0,,,,,,0,
196,JIDUSERyKH7Tmwp67ThtpbrpJtr,Martinelli,Martinelli,,,,,,0,,0,
196,JIDUSERcaih8dV4ps8baxkIFO3w,Mavericktherry,Maverick,IDN,,0,,,,,0,
196,JIDUSERAwTcZoGPBF1QWVVj424H,mini4141,mini4141,IDN,0,,,,,,0,
196,JIDUSERfJ24WeUnYfPrrDkzSfa4,NeoZap,Aushaaf Fadhilah A,IDN,0,,,,,,0,
196,JIDUSERDSbvdOhmZ2yXw1CWVSX2,nindo,Anindya Bhowmick,,,,,0,,,0,
196,JIDUSERkyJCzgSHXzgdkcF4dsEl,NoWar,Mutawally Nawwar,,,,,,,0,0,
196,JIDUSER0X1o3uaPnslpXTJPAejx,Reinz,Hubert Wonowidjojo,IDN,,,,0,,,0,
196,JIDUSERWEyB88AqnjroA0kC5gf0,Rhapsody,Dzaky Satrio Nugroho,IDN,,,0,,,,0,
196,JIDUSER6kfBrvIVyxZFZc0kicky,RixJns,Rizky Juniastiar,,,,,0,0,0,0,
196,JIDUSER1jAueO06v5muiP6qwsL8,Usioumeo,pippo,,,,,,0,,0,
196,JIDUSER8SyheyIcNnBDrlbsaP88,zul_zulkar,Muhammad Zulkarnain,,,,0,0,,,0,
